TradeID,UserID,StockID,OrderType,OrderMode,TradeDate,TradeTime,Quantity,PricePerShare,TotalValue,BrokerageFee,Exchange,Sector,TradeStatus,SettlementDate,Currency,StopLoss,TargetPrice,HoldingType
12998,459,1,Sell,Limit,31-07-2025,22:04:20,319,4774.06,1522925.14,42.88,BSE,IT,Executed,24-06-2025,INR,4753.75,4792.83,Intraday
12999,419,59,Buy,Market,19-12-2024,23:00:01,226,747.09,168842.34,26.59,BSE,Banking,Cancelled,17-07-2025,INR,714.85,759.17,F&O
13000,142,276,Buy,StopLoss,11-08-2025,07:24:36,736,1884.08,1386682.88,53.72,BSE,FMCG,Pending,02-03-2025,INR,1867.76,1921.12,Delivery
13001,90,121,Buy,StopLoss,18-06-2025,19:37:59,921,1042.08,959755.68,46.37,BSE,Energy,Pending,06-09-2024,INR,1030.75,1081.97,Intraday
13002,160,104,Sell,StopLoss,11-01-2025,18:23:33,773,4137.89,3198588.97,9.56,NSE,IT,Executed,21-11-2024,INR,4105.01,4164.44,Intraday
13003,221,250,Sell,Market,14-09-2024,22:09:15,119,3780.73,449906.87,66.16,NSE,IT,Pending,04-01-2025,INR,3772.84,3820.47,Delivery
13004,320,173,Sell,Limit,20-03-2025,08:19:03,638,838.7,535090.6,44.26,BSE,FMCG,Executed,26-12-2024,INR,820.52,884.47,Delivery
13005,46,44,Buy,Limit,06-10-2024,11:26:40,994,2492.2,2477246.8,67.96,NSE,IT,Executed,11-12-2024,INR,2459.48,2541.47,Delivery
13006,233,79,Buy,Market,13-10-2024,18:09:06,396,1812.01,717555.96,31.24,NSE,Auto,Executed,24-07-2025,INR,1763.2,1831.88,F&O
13007,231,244,Sell,StopLoss,09-09-2024,02:10:59,795,1362.48,1083171.6,33.14,BSE,FMCG,Executed,29-11-2024,INR,1324.71,1383.33,F&O
13008,244,188,Buy,Limit,29-09-2024,19:33:05,281,3397.72,954759.32,5.94,NSE,FMCG,Cancelled,07-06-2025,INR,3356.2,3429.11,F&O
13009,74,146,Sell,Market,07-03-2025,07:14:05,180,2819.53,507515.4,7.43,BSE,Auto,Cancelled,04-08-2025,INR,2787.66,2850.21,F&O
13010,98,50,Sell,Market,01-03-2025,06:48:52,20,2227.46,44549.2,78.28,NSE,Banking,Cancelled,14-12-2024,INR,2213.95,2263.61,F&O
13011,122,162,Buy,StopLoss,07-01-2025,14:04:14,937,374.39,350803.43,52.4,BSE,FMCG,Cancelled,26-01-2025,INR,361.94,409.36,Intraday
13012,329,36,Buy,Market,27-12-2024,03:40:21,192,3896.45,748118.4,14.33,NSE,Banking,Pending,03-10-2024,INR,3879.48,3924.25,Intraday
13013,12,6,Buy,StopLoss,03-01-2025,02:05:46,973,4800.24,4670633.52,87.28,NSE,IT,Cancelled,05-02-2025,INR,4760.21,4815.68,Intraday
13014,148,286,Sell,Market,17-07-2025,15:04:05,175,4076.15,713326.25,33.76,NSE,Pharma,Executed,04-08-2025,INR,4033.67,4115.58,Intraday
13015,194,237,Buy,StopLoss,06-08-2025,23:41:33,234,903.53,211426.02,44.95,BSE,IT,Cancelled,10-02-2025,INR,889.35,945.22,Delivery
13016,129,263,Sell,Limit,10-12-2024,16:50:22,869,4378.82,3805194.58,45.97,NSE,Auto,Pending,17-05-2025,INR,4345.79,4384.39,Delivery
13017,1,243,Buy,Limit,01-06-2025,12:11:37,945,2603.97,2460751.65,27.31,BSE,FMCG,Pending,23-07-2025,INR,2585.96,2635.52,F&O
13018,249,271,Buy,Limit,29-06-2025,14:14:11,140,4036.16,565062.4,91.33,NSE,Pharma,Executed,26-12-2024,INR,4005.38,4059.62,Intraday
13019,182,95,Sell,Market,01-05-2025,12:55:54,761,2391.69,1820076.09,26.02,BSE,Pharma,Cancelled,19-02-2025,INR,2375,2429.86,Delivery
13020,286,214,Buy,Market,05-11-2024,12:43:39,547,1891.39,1034590.33,7.98,NSE,Pharma,Executed,25-04-2025,INR,1866.52,1908.89,Intraday
13021,301,121,Buy,StopLoss,25-10-2024,01:33:34,984,1168.34,1149646.56,75.18,BSE,Energy,Cancelled,29-04-2025,INR,1142.45,1187.86,F&O
13022,387,185,Sell,Limit,24-10-2024,20:37:01,60,1144.88,68692.8,6.93,NSE,Pharma,Cancelled,30-06-2025,INR,1113.54,1183.56,Intraday
13023,439,25,Sell,StopLoss,04-05-2025,17:58:56,228,3279.36,747694.08,83.86,BSE,Pharma,Pending,19-01-2025,INR,3239.35,3327.94,Intraday
13024,94,25,Buy,StopLoss,06-10-2024,22:22:43,307,1129.56,346774.92,61.51,BSE,Pharma,Executed,02-08-2025,INR,1108.3,1153.82,Delivery
13025,56,44,Sell,Limit,20-10-2024,06:25:22,808,4359.16,3522201.28,25.49,NSE,IT,Pending,02-09-2024,INR,4318.27,4391.79,F&O
13026,435,72,Buy,Limit,03-05-2025,15:39:30,197,1003.05,197600.85,79.15,BSE,Auto,Pending,04-09-2024,INR,980.47,1019.85,F&O
13027,388,220,Buy,Limit,20-03-2025,02:30:30,731,1012.42,740079.02,53.95,NSE,Energy,Pending,27-03-2025,INR,978.97,1020.05,Intraday
13028,419,132,Buy,Market,22-12-2024,15:26:54,993,1824.33,1811559.69,48.19,BSE,Auto,Pending,20-08-2024,INR,1801.71,1873.44,F&O
13029,338,124,Buy,Market,14-01-2025,05:46:41,463,1521.34,704380.42,71.09,BSE,IT,Cancelled,27-05-2025,INR,1500.93,1547.25,F&O
13030,170,160,Buy,StopLoss,01-06-2025,04:16:45,955,2050.45,1958179.75,88.15,NSE,Energy,Executed,26-09-2024,INR,2002.72,2096.41,F&O
13031,7,210,Buy,StopLoss,14-12-2024,02:46:14,190,4802.67,912507.3,24.28,BSE,FMCG,Cancelled,02-10-2024,INR,4789.42,4818.99,F&O
13032,134,58,Sell,StopLoss,12-04-2025,09:04:07,979,3187.75,3120807.25,66.03,NSE,IT,Executed,02-06-2025,INR,3179.71,3198.68,Intraday
13033,183,181,Sell,Market,11-02-2025,14:38:48,109,1574.65,171636.85,27.98,NSE,Energy,Cancelled,14-07-2025,INR,1531.16,1622.12,F&O
13034,172,215,Buy,Limit,07-02-2025,01:34:27,742,4799.19,3560998.98,74.24,NSE,IT,Executed,14-07-2025,INR,4793.68,4844.95,Intraday
13035,352,265,Sell,StopLoss,21-04-2025,02:02:01,511,220.09,112465.99,95.58,BSE,Energy,Cancelled,28-10-2024,INR,172.72,261.34,Intraday
13036,210,15,Sell,Limit,19-05-2025,19:41:17,317,4918.88,1559284.96,44.77,BSE,Pharma,Pending,01-05-2025,INR,4869.6,4935.28,Intraday
13037,488,239,Sell,StopLoss,29-11-2024,09:33:19,489,788.3,385478.7,17.64,NSE,Auto,Executed,23-02-2025,INR,741.3,837.38,Delivery
13038,495,157,Sell,Market,21-01-2025,03:44:28,377,3620.19,1364811.63,20.01,BSE,Auto,Cancelled,05-06-2025,INR,3576.27,3659.2,Delivery
13039,159,254,Buy,Market,22-03-2025,09:33:21,137,3827.66,524389.42,71.52,BSE,Pharma,Cancelled,18-09-2024,INR,3781.02,3836.72,Intraday
13040,365,259,Buy,Limit,03-09-2024,08:15:17,825,2149.75,1773543.75,49.31,BSE,Auto,Executed,30-05-2025,INR,2138.04,2183.24,F&O
13041,289,237,Sell,StopLoss,04-03-2025,01:35:45,410,2554.25,1047242.5,94.4,BSE,IT,Executed,25-11-2024,INR,2535.95,2562.26,Intraday
13042,425,47,Sell,StopLoss,06-04-2025,04:05:21,16,3561.43,56982.88,19.16,NSE,FMCG,Executed,09-09-2024,INR,3537.45,3591.79,F&O
13043,327,174,Buy,Limit,29-09-2024,00:26:43,314,1150.96,361401.44,57.23,BSE,IT,Cancelled,06-08-2025,INR,1123.58,1199.83,F&O
13044,40,222,Buy,Market,20-07-2025,11:42:02,684,3970.51,2715828.84,71.73,BSE,Pharma,Pending,05-03-2025,INR,3937.15,4002.52,F&O
13045,179,231,Sell,Limit,03-12-2024,08:28:42,918,4535.91,4163965.38,55.11,BSE,Pharma,Pending,19-12-2024,INR,4528.25,4571.51,Intraday
13046,423,86,Sell,Market,28-10-2024,18:44:01,701,436.99,306329.99,35.37,NSE,Pharma,Cancelled,10-05-2025,INR,403.74,462.28,F&O
13047,202,22,Buy,StopLoss,26-11-2024,12:54:47,342,2548.98,871751.16,18.69,BSE,FMCG,Cancelled,19-06-2025,INR,2505.73,2575.5,F&O
13048,135,112,Buy,Limit,16-01-2025,05:45:42,371,4983.18,1848759.78,5.93,NSE,Pharma,Pending,02-12-2024,INR,4963.35,5006.38,Delivery
13049,164,5,Buy,Market,25-05-2025,03:42:06,864,4839.95,4181716.8,63.65,NSE,IT,Executed,21-12-2024,INR,4833.81,4876.94,F&O
13050,342,237,Buy,StopLoss,02-07-2025,05:50:11,761,1799.32,1369282.52,69.4,BSE,IT,Pending,10-08-2025,INR,1785.92,1805.88,Delivery
13051,256,215,Sell,Market,18-05-2025,11:21:09,252,3524.07,888065.64,39.89,NSE,IT,Executed,19-11-2024,INR,3512.08,3553.86,F&O
13052,163,205,Sell,Market,26-11-2024,11:25:46,233,275.48,64186.84,12.8,BSE,IT,Executed,04-08-2025,INR,227.92,311.1,Intraday
13053,392,40,Buy,Limit,18-09-2024,10:30:54,577,4769.44,2751966.88,40.74,BSE,Banking,Cancelled,26-04-2025,INR,4739.4,4781.76,Intraday
13054,283,14,Sell,Market,22-09-2024,05:15:58,454,2753.1,1249907.4,17.47,NSE,Pharma,Cancelled,12-06-2025,INR,2712.23,2772.75,F&O
13055,469,201,Buy,Market,15-03-2025,13:11:50,322,4343.29,1398539.38,85.13,NSE,IT,Executed,29-08-2024,INR,4295.79,4391.37,Intraday
13056,298,130,Buy,Market,19-11-2024,21:41:10,515,2637.23,1358173.45,70.71,BSE,Energy,Executed,07-08-2025,INR,2628.5,2644.84,Delivery
13057,19,159,Buy,Limit,13-11-2024,06:55:28,414,4035.64,1670754.96,7.54,NSE,IT,Cancelled,16-03-2025,INR,4019.98,4057.71,F&O
13058,429,3,Buy,Market,20-07-2025,03:53:32,515,2361.21,1216023.15,12.12,NSE,Banking,Cancelled,02-07-2025,INR,2320.82,2368.79,F&O
13059,291,49,Sell,Limit,01-04-2025,05:46:29,613,2467.59,1512632.67,84.48,NSE,IT,Pending,16-12-2024,INR,2452.24,2491.97,Delivery
13060,207,29,Buy,Limit,04-03-2025,17:25:59,790,2482.77,1961388.3,62.78,BSE,IT,Executed,25-09-2024,INR,2454.27,2497.17,Delivery
13061,476,154,Buy,StopLoss,19-02-2025,08:47:20,771,2707.19,2087243.49,96.48,BSE,Pharma,Cancelled,06-06-2025,INR,2663.59,2743.76,Intraday
13062,361,120,Sell,Limit,25-04-2025,04:42:21,336,4334.15,1456274.4,79,NSE,FMCG,Pending,23-04-2025,INR,4290.55,4347.35,Intraday
13063,14,99,Buy,Market,13-12-2024,00:53:49,387,967.97,374604.39,82.87,BSE,IT,Cancelled,22-07-2025,INR,941.08,1012.54,F&O
13064,442,215,Sell,Limit,04-09-2024,08:32:56,203,2600.28,527856.84,80.19,NSE,IT,Pending,04-07-2025,INR,2571.16,2612.95,F&O
13065,437,289,Sell,Limit,03-05-2025,05:50:45,810,2026.61,1641554.1,90.11,BSE,FMCG,Pending,20-02-2025,INR,2004.68,2066.93,Intraday
13066,496,210,Sell,Limit,04-06-2025,22:39:03,980,1710.28,1676074.4,29.56,BSE,FMCG,Cancelled,03-07-2025,INR,1671.55,1753.66,F&O
13067,474,47,Sell,Limit,29-01-2025,12:32:25,575,3144.09,1807851.75,82.29,NSE,FMCG,Executed,27-02-2025,INR,3128.8,3184.67,Delivery
13068,331,284,Sell,Market,22-12-2024,10:05:19,697,2755.19,1920367.43,15.34,NSE,Banking,Cancelled,24-06-2025,INR,2726.97,2768.76,Delivery
13069,261,257,Buy,StopLoss,29-04-2025,12:56:41,107,2000.66,214070.62,43.07,NSE,Energy,Cancelled,20-05-2025,INR,1960.95,2038.09,Delivery
13070,155,124,Buy,StopLoss,10-01-2025,18:56:58,604,1403.26,847569.04,20.47,BSE,IT,Cancelled,31-03-2025,INR,1360.32,1452.56,Intraday
13071,432,175,Sell,Market,27-08-2024,13:37:40,541,1838.62,994693.42,82.58,NSE,FMCG,Pending,15-09-2024,INR,1824.21,1851.06,Delivery
13072,45,244,Buy,StopLoss,01-11-2024,18:28:31,218,4190.31,913487.58,23.39,BSE,FMCG,Cancelled,07-02-2025,INR,4153.05,4223.32,F&O
13073,355,118,Sell,Limit,26-02-2025,15:19:29,190,1081,205390,62.49,BSE,Energy,Cancelled,28-11-2024,INR,1041.03,1103.11,Delivery
13074,421,27,Buy,Limit,21-05-2025,08:40:44,618,713.98,441239.64,27.55,NSE,Energy,Executed,21-06-2025,INR,702.34,757.03,Delivery
13075,424,1,Sell,Limit,29-09-2024,22:34:58,699,1292.22,903261.78,35.45,BSE,IT,Executed,04-05-2025,INR,1271.71,1311.51,F&O
13076,438,264,Sell,Market,14-01-2025,00:12:28,686,720.74,494427.64,43.34,BSE,IT,Cancelled,03-02-2025,INR,709.12,752.73,F&O
13077,3,75,Buy,Limit,29-10-2024,22:02:30,660,2084.18,1375558.8,17.65,BSE,FMCG,Executed,12-06-2025,INR,2055.65,2092.04,Intraday
13078,453,279,Buy,StopLoss,04-07-2025,11:03:47,250,1905.8,476450,29.51,BSE,Banking,Pending,14-07-2025,INR,1885.22,1925.7,Delivery
13079,208,16,Sell,StopLoss,06-11-2024,04:45:16,854,3801.55,3246523.7,74.46,BSE,IT,Cancelled,26-11-2024,INR,3769.96,3824.07,Intraday
13080,466,288,Sell,StopLoss,09-03-2025,15:31:31,553,4975.39,2751390.67,65.19,BSE,FMCG,Executed,23-10-2024,INR,4933.66,5006.35,Delivery
13081,404,76,Sell,Limit,02-06-2025,22:22:03,181,3239.36,586324.16,65.32,BSE,Auto,Executed,28-08-2024,INR,3201.19,3261.27,F&O
13082,479,169,Buy,Limit,06-06-2025,06:20:44,390,2396.96,934814.4,86.16,BSE,Banking,Pending,07-05-2025,INR,2349.62,2412.55,F&O
13083,266,216,Buy,Market,23-06-2025,10:09:11,95,4658.27,442535.65,13.9,NSE,Auto,Cancelled,28-01-2025,INR,4613.28,4671.89,Delivery
13084,133,266,Sell,Limit,08-04-2025,04:36:30,133,2984.12,396887.96,39.73,NSE,Pharma,Pending,27-02-2025,INR,2965.66,3011.69,Delivery
13085,150,179,Sell,Limit,26-10-2024,21:07:24,714,4727.84,3375677.76,66.66,NSE,Banking,Pending,22-10-2024,INR,4678.51,4776.74,Intraday
13086,207,288,Sell,StopLoss,06-06-2025,22:23:48,528,4830.63,2550572.64,97.52,BSE,FMCG,Executed,17-03-2025,INR,4808.55,4849.45,F&O
13087,500,69,Buy,StopLoss,07-05-2025,13:13:32,555,2052.71,1139254.05,66.69,BSE,Banking,Pending,12-08-2025,INR,2022.57,2096.53,Delivery
13088,224,48,Sell,StopLoss,22-09-2024,21:54:31,412,2109.86,869262.32,53.53,NSE,IT,Pending,04-05-2025,INR,2097.05,2128.46,F&O
13089,288,246,Sell,Limit,31-08-2024,16:22:27,263,3789.63,996672.69,38.72,NSE,Energy,Executed,10-11-2024,INR,3767.57,3814.15,F&O
13090,493,283,Sell,StopLoss,20-12-2024,05:39:19,581,2106.99,1224161.19,14.97,NSE,Banking,Cancelled,21-11-2024,INR,2058.03,2118.14,Intraday
13091,441,272,Buy,Market,26-08-2024,05:55:18,276,2808.67,775192.92,39.01,BSE,Energy,Pending,08-09-2024,INR,2769.98,2821.9,F&O
13092,287,111,Sell,Limit,12-07-2025,16:48:42,615,3001.55,1845953.25,88.07,BSE,IT,Executed,21-01-2025,INR,2980.51,3017.58,Delivery
13093,82,197,Sell,Limit,13-10-2024,15:32:54,125,2993.07,374133.75,35.02,NSE,IT,Executed,05-10-2024,INR,2982.52,3022.92,Delivery
13094,327,84,Buy,Limit,13-10-2024,02:38:33,248,265.88,65938.24,35.6,NSE,FMCG,Cancelled,16-01-2025,INR,229.47,284.67,Delivery
13095,21,141,Sell,Limit,28-12-2024,23:57:56,123,720.91,88671.93,71.37,NSE,Auto,Executed,25-04-2025,INR,705.24,769.43,Delivery
13096,190,30,Sell,Market,24-12-2024,11:52:15,293,3823.67,1120335.31,67.99,NSE,Pharma,Cancelled,24-08-2024,INR,3811.09,3871.27,Delivery
13097,148,128,Buy,Limit,04-02-2025,11:13:37,130,2017.6,262288,68.86,NSE,Banking,Executed,10-10-2024,INR,1983.47,2022.99,F&O
13098,191,72,Buy,StopLoss,28-10-2024,19:46:45,250,3461.43,865357.5,95.72,BSE,Auto,Pending,19-07-2025,INR,3428.09,3499.87,Intraday
13099,409,106,Buy,Limit,26-12-2024,04:11:23,242,3188.75,771677.5,45.25,NSE,Energy,Executed,30-03-2025,INR,3160.96,3219.82,Intraday
13100,465,195,Buy,StopLoss,25-06-2025,17:32:04,590,1672.54,986798.6,49.53,NSE,Banking,Executed,31-01-2025,INR,1640.96,1684.34,Intraday
13101,308,104,Buy,Limit,05-12-2024,18:11:19,332,3064.74,1017493.68,84.32,NSE,IT,Cancelled,23-12-2024,INR,3056.32,3098.17,Delivery
13102,187,169,Buy,Limit,27-01-2025,12:48:11,733,1601.13,1173628.29,98.44,BSE,Banking,Executed,22-05-2025,INR,1558.52,1650.38,Delivery
13103,60,69,Sell,Market,11-03-2025,14:31:54,110,3753.81,412919.1,88.34,BSE,Banking,Pending,08-06-2025,INR,3737.31,3772.75,Delivery
13104,138,73,Sell,Market,28-08-2024,16:49:13,604,3986.16,2407640.64,5.39,NSE,Banking,Executed,13-11-2024,INR,3946.78,3992.92,Intraday
13105,390,294,Buy,StopLoss,11-08-2025,00:11:23,777,761.93,592019.61,65.63,BSE,FMCG,Pending,04-03-2025,INR,716.9,776.43,Intraday
13106,418,151,Sell,Limit,11-06-2025,23:57:35,64,1585.79,101490.56,65.58,BSE,IT,Cancelled,09-09-2024,INR,1567.56,1616.92,F&O
13107,305,253,Sell,StopLoss,11-06-2025,00:13:51,609,3913.67,2383425.03,14.02,BSE,Banking,Cancelled,04-11-2024,INR,3882.52,3949.62,Intraday
13108,71,29,Buy,Limit,23-01-2025,00:04:27,631,3464.15,2185878.65,76.47,BSE,IT,Executed,14-01-2025,INR,3441.52,3473.37,F&O
13109,49,164,Sell,Limit,23-04-2025,13:04:36,265,444.19,117710.35,46.83,BSE,IT,Pending,23-03-2025,INR,419.27,472.18,Intraday
13110,17,231,Buy,StopLoss,30-06-2025,06:13:33,556,1973.62,1097332.72,10.09,BSE,Pharma,Cancelled,15-12-2024,INR,1950.43,1978.76,F&O
13111,84,295,Buy,StopLoss,29-11-2024,12:58:32,667,437.88,292065.96,49.11,BSE,Pharma,Cancelled,06-06-2025,INR,408.92,444.58,F&O
13112,294,132,Sell,Limit,31-07-2025,21:58:45,302,549.16,165846.32,20.93,BSE,Auto,Cancelled,30-12-2024,INR,518.07,582.62,F&O
13113,327,114,Buy,Limit,27-08-2024,07:03:27,757,4699.68,3557657.76,97.76,NSE,FMCG,Cancelled,02-08-2025,INR,4682.32,4729.02,Intraday
13114,225,124,Buy,StopLoss,19-02-2025,12:19:49,642,1430.03,918079.26,63.17,BSE,IT,Cancelled,23-08-2024,INR,1411.88,1476.97,Delivery
13115,114,229,Buy,Market,09-05-2025,07:12:33,975,2448.04,2386839,52.57,NSE,Banking,Executed,18-08-2025,INR,2435.88,2473.58,Delivery
13116,319,262,Sell,StopLoss,26-05-2025,03:24:27,737,715.18,527087.66,24.02,BSE,Pharma,Cancelled,07-08-2025,INR,698.07,757.47,Delivery
13117,23,53,Sell,Market,17-01-2025,22:36:16,685,1900.29,1301698.65,26.35,BSE,IT,Executed,01-03-2025,INR,1882.95,1926.1,F&O
13118,220,217,Buy,StopLoss,29-08-2024,05:10:28,169,3307.99,559050.31,58.33,BSE,Energy,Cancelled,05-03-2025,INR,3264.06,3345.06,Intraday
13119,57,252,Sell,Limit,21-02-2025,18:51:38,43,1484.14,63818.02,73.76,BSE,FMCG,Cancelled,14-02-2025,INR,1440.2,1516.76,Intraday
13120,142,144,Buy,Market,02-03-2025,02:13:31,650,681.02,442663,81.07,BSE,Banking,Executed,08-03-2025,INR,634.44,708.26,Intraday
13121,315,282,Sell,Market,14-06-2025,12:08:00,329,4124,1356796,10.97,BSE,Energy,Pending,30-08-2024,INR,4103.1,4142.02,Delivery
13122,370,19,Buy,StopLoss,10-02-2025,17:24:58,174,3076.26,535269.24,18.37,BSE,Energy,Pending,13-05-2025,INR,3066.72,3125.09,Delivery
13123,129,86,Sell,StopLoss,17-10-2024,04:50:22,119,2622.56,312084.64,72.91,NSE,Pharma,Cancelled,12-06-2025,INR,2599.51,2655.42,Delivery
13124,429,119,Sell,StopLoss,04-01-2025,13:44:12,839,4625,3880375,99.89,NSE,FMCG,Pending,18-09-2024,INR,4586.97,4656.78,F&O
13125,32,120,Sell,Market,18-08-2025,15:00:24,201,405.64,81533.64,55.64,NSE,FMCG,Pending,20-07-2025,INR,370.71,452.55,Intraday
13126,39,236,Buy,Market,05-08-2025,02:32:24,510,989.9,504849,29.65,NSE,Auto,Pending,30-05-2025,INR,954.79,1031,Delivery
13127,325,232,Sell,Limit,26-01-2025,07:25:38,446,522.66,233106.36,42.69,BSE,Auto,Executed,20-05-2025,INR,505.67,544.81,Intraday
13128,168,295,Sell,Limit,23-01-2025,09:05:21,731,1721.47,1258394.57,30.2,BSE,Pharma,Executed,14-07-2025,INR,1694.74,1764.89,F&O
13129,444,26,Buy,StopLoss,06-04-2025,06:43:33,717,1786.31,1280784.27,55.63,NSE,Pharma,Pending,24-02-2025,INR,1758.55,1825.31,Intraday
13130,49,202,Buy,Market,18-03-2025,05:20:45,667,627.78,418729.26,99.48,BSE,IT,Executed,08-07-2025,INR,583.15,661.22,Intraday
13131,107,150,Sell,StopLoss,01-01-2025,16:28:15,919,4513.59,4147989.21,20.37,BSE,Pharma,Cancelled,02-11-2024,INR,4465.2,4535.66,Delivery
13132,13,193,Buy,Limit,26-05-2025,16:50:24,384,3123.6,1199462.4,69.05,BSE,IT,Cancelled,14-09-2024,INR,3106.2,3150.74,Intraday
13133,320,236,Sell,StopLoss,19-06-2025,21:13:49,127,3717.15,472078.05,7.73,NSE,Auto,Pending,23-03-2025,INR,3699.85,3750.54,Delivery
13134,490,128,Sell,Limit,14-07-2025,23:40:55,986,2885.54,2845142.44,35.1,NSE,Banking,Pending,18-03-2025,INR,2855.13,2906.13,Intraday
13135,476,234,Sell,StopLoss,10-08-2025,03:15:19,164,2633.71,431928.44,72.01,BSE,Energy,Cancelled,27-07-2025,INR,2625.26,2660.2,Delivery
13136,190,150,Buy,Limit,02-01-2025,10:56:27,504,2564.7,1292608.8,55.18,BSE,Pharma,Executed,11-03-2025,INR,2523.31,2592.08,F&O
13137,439,210,Buy,Limit,06-07-2025,16:54:58,122,714.3,87144.6,98.99,BSE,FMCG,Pending,18-09-2024,INR,688.75,748.64,Intraday
13138,261,83,Buy,StopLoss,03-12-2024,07:23:32,267,4394.71,1173387.57,31.27,BSE,IT,Pending,09-08-2025,INR,4379.56,4419,F&O
13139,401,37,Buy,Limit,28-07-2025,11:21:19,87,164.44,14306.28,33.45,NSE,IT,Executed,24-11-2024,INR,129.06,197.66,F&O
13140,328,97,Buy,Market,21-03-2025,19:44:20,297,234.36,69604.92,7.06,BSE,FMCG,Pending,25-06-2025,INR,195.2,241.5,Intraday
13141,212,176,Sell,Limit,10-07-2025,10:50:04,247,578.93,142995.71,94.49,BSE,Pharma,Cancelled,14-02-2025,INR,560.92,608.04,F&O
13142,374,235,Sell,Limit,31-08-2024,15:29:16,624,2612.38,1630125.12,61.45,NSE,FMCG,Executed,01-03-2025,INR,2589.1,2639.9,Intraday
13143,377,18,Sell,Limit,30-03-2025,15:08:33,452,3718.72,1680861.44,64.41,BSE,Auto,Cancelled,27-10-2024,INR,3679.22,3744.92,F&O
13144,68,151,Sell,StopLoss,15-12-2024,17:46:38,577,4311.21,2487568.17,11.2,BSE,IT,Cancelled,20-12-2024,INR,4283.72,4325.51,Intraday
13145,125,42,Sell,Limit,10-01-2025,10:33:54,884,4114.38,3637111.92,53.02,NSE,Auto,Executed,28-02-2025,INR,4064.86,4148.92,F&O
13146,81,260,Buy,Limit,06-01-2025,05:28:10,290,2321.66,673281.4,42.47,NSE,Banking,Executed,09-04-2025,INR,2292.56,2360.21,F&O
13147,250,46,Buy,Limit,02-07-2025,11:36:57,380,900.84,342319.2,36.06,BSE,IT,Pending,08-12-2024,INR,892.62,944.9,Delivery
13148,493,130,Buy,Limit,27-01-2025,03:28:52,444,2019,896436,61.02,BSE,Energy,Pending,10-01-2025,INR,2004.31,2036.76,Delivery
13149,402,187,Sell,StopLoss,08-06-2025,05:54:46,781,1730.28,1351348.68,55.13,BSE,Energy,Pending,02-12-2024,INR,1720.88,1757.67,F&O
13150,482,278,Sell,StopLoss,18-12-2024,10:28:43,566,638.17,361204.22,7.36,NSE,Auto,Pending,03-08-2025,INR,618.49,666.69,Delivery
13151,12,198,Buy,StopLoss,07-07-2025,19:28:18,414,4561.15,1888316.1,54.82,BSE,IT,Cancelled,09-12-2024,INR,4546.88,4569.6,Delivery
13152,281,146,Buy,Limit,16-02-2025,21:36:42,422,2276.3,960598.6,23.73,BSE,Auto,Pending,24-05-2025,INR,2241.12,2316.28,Intraday
13153,363,168,Buy,Limit,13-01-2025,03:12:35,495,270.69,133991.55,57.35,BSE,Banking,Executed,10-03-2025,INR,236.11,298.22,Delivery
13154,269,123,Buy,Market,07-09-2024,13:56:45,966,2783.42,2688783.72,46.83,NSE,IT,Cancelled,16-03-2025,INR,2765.92,2832.59,F&O
13155,329,75,Sell,Market,30-03-2025,18:24:33,112,2537.86,284240.32,24.65,BSE,FMCG,Cancelled,26-07-2025,INR,2528.25,2556.97,Delivery
13156,240,227,Sell,Market,25-08-2024,10:11:52,447,3024.87,1352116.89,73.7,NSE,Pharma,Executed,15-02-2025,INR,2988.56,3056.53,F&O
13157,429,65,Sell,Market,12-03-2025,10:53:49,220,462.03,101646.6,27.93,NSE,Energy,Executed,08-08-2025,INR,443.04,468.91,F&O
13158,184,265,Sell,Limit,05-07-2025,02:29:04,416,2179.55,906692.8,94.62,BSE,Energy,Executed,27-12-2024,INR,2152.24,2220.25,Intraday
13159,15,226,Buy,StopLoss,10-08-2025,06:16:47,405,2047.41,829201.05,55.33,BSE,Pharma,Cancelled,31-07-2025,INR,2009.3,2077.67,Intraday
13160,360,12,Sell,StopLoss,07-10-2024,13:17:06,39,2673.18,104254.02,10.06,NSE,IT,Pending,17-02-2025,INR,2639.5,2689.43,F&O
13161,390,96,Sell,StopLoss,28-09-2024,17:16:03,694,2560.21,1776785.74,88.71,BSE,Pharma,Pending,11-01-2025,INR,2546.88,2606.91,Delivery
13162,465,54,Buy,StopLoss,17-12-2024,07:35:35,457,4006.98,1831189.86,76.56,BSE,Auto,Cancelled,21-06-2025,INR,3986.01,4048.66,Delivery
13163,215,158,Sell,StopLoss,14-12-2024,02:46:49,88,779.43,68589.84,90.48,BSE,Energy,Pending,13-10-2024,INR,767.84,822.13,Intraday
13164,301,231,Sell,StopLoss,26-01-2025,17:24:25,536,3485.78,1868378.08,7.69,BSE,Pharma,Pending,17-02-2025,INR,3455.32,3499.9,Intraday
13165,274,210,Buy,Limit,22-04-2025,07:24:46,470,4597.39,2160773.3,22.99,BSE,FMCG,Pending,25-12-2024,INR,4564.98,4618.38,Delivery
13166,384,97,Sell,StopLoss,22-05-2025,10:52:22,266,4480.34,1191770.44,73.4,BSE,FMCG,Pending,02-11-2024,INR,4449.94,4522.35,Delivery
13167,138,181,Buy,Market,01-10-2024,21:51:05,390,2796.71,1090716.9,17.16,NSE,Energy,Pending,08-11-2024,INR,2785.4,2811.13,F&O
