Portfolio_ID,User_ID,Stock_ID,Holding_Qty,Avg_Buy_Price,Current_Price,Unrealized_Profit,Last_Updated
1154,120,209,151,1361.86,1525.72,24742.86,18-08-2025
1155,120,46,48,2127.67,2308.15,8663.04,18-08-2025
1156,120,137,465,1526.49,1614.44,40896.75,18-08-2025
1157,120,60,375,843.66,987.37,53891.25,18-08-2025
1158,120,119,388,2530.45,2612.83,31963.44,18-08-2025
1159,120,233,435,1906.46,1765.12,-61482.9,18-08-2025
1160,120,262,474,2530.33,2727.87,93633.96,18-08-2025
1161,120,210,403,1571.6,1809.85,96014.75,18-08-2025
1162,120,176,437,2592,2501.08,-39732.04,18-08-2025
1163,120,271,163,1875.55,1551.78,-52774.51,18-08-2025
1164,120,186,79,1454.43,1284.51,-13423.68,18-08-2025
1165,120,197,56,1832.93,2621.48,44158.8,18-08-2025
1166,120,33,411,1408.03,1586.92,73523.79,18-08-2025
1167,121,72,326,986.97,891.98,-30966.74,18-08-2025
1168,121,280,500,468.37,615.82,73725,18-08-2025
1169,121,101,390,2134.8,2157.16,8720.4,18-08-2025
1170,121,46,461,125.07,113.14,-5499.73,18-08-2025
1171,121,100,21,1105.22,1116.9,245.28,18-08-2025
1172,121,113,270,812.65,1186.17,100850.4,18-08-2025
1173,122,130,350,1401.35,2027.57,219177,18-08-2025
1174,122,81,280,1521.79,1438.13,-23424.8,18-08-2025
1175,122,232,376,1031.57,1354.08,121263.76,18-08-2025
1176,122,276,334,488.12,631.56,47908.96,18-08-2025
1177,122,161,323,1519.66,1469.47,-16211.37,18-08-2025
1178,122,291,338,811.88,1107.53,99929.7,18-08-2025
1179,122,51,145,1577.29,2030.03,65647.3,18-08-2025
1180,122,63,399,1802.04,2192.28,155705.76,18-08-2025
1181,122,8,209,1171.52,1603.77,90340.25,18-08-2025
1182,122,67,224,1247.39,1728.65,107802.24,18-08-2025
1183,123,8,251,1546.71,2268.03,181051.32,18-08-2025
1184,123,189,267,2865.95,2746.85,-31799.7,18-08-2025
1185,123,262,159,388.6,559.12,27112.68,18-08-2025
1186,123,155,473,1768.95,1694.3,-35309.45,18-08-2025
1187,123,15,349,535.69,559.67,8369.02,18-08-2025
1188,123,270,354,961.55,890.76,-25059.66,18-08-2025
1189,123,20,445,1581.09,1485.66,-42466.35,18-08-2025
1190,123,200,387,2241.51,2098.25,-55441.62,18-08-2025
1191,123,163,222,1295.82,1079.91,-47932.02,18-08-2025
1192,123,238,248,590.41,876.79,71022.24,18-08-2025
1193,123,128,122,2258.31,2363.33,12812.44,18-08-2025
1194,123,294,241,299.94,241.05,-14192.49,18-08-2025
1195,123,5,125,572.32,714.23,17738.75,18-08-2025
1196,124,292,252,761.77,740.7,-5309.64,18-08-2025
1197,124,226,427,2882.96,3696.47,347368.77,18-08-2025
1198,124,228,11,2160.72,2235.68,824.56,18-08-2025
1199,124,139,105,1622.35,1841.62,23023.35,18-08-2025
1200,124,240,480,2826.05,3576.33,360134.4,18-08-2025
1201,124,119,127,995.74,1225.56,29187.14,18-08-2025
1202,124,125,489,2237.01,1816.31,-205722.3,18-08-2025
1203,124,26,347,1969.02,2857.57,308326.85,18-08-2025
1204,124,249,79,2809.25,3043.63,18516.02,18-08-2025
1205,124,204,11,1523.71,1908.46,4232.25,18-08-2025
1206,124,175,472,2426.48,2022.4,-190725.76,18-08-2025
1207,125,10,394,2537.28,2667.6,51346.08,18-08-2025
1208,125,191,105,943.62,838.89,-10996.65,18-08-2025
1209,125,13,179,1688.1,2339.58,116614.92,18-08-2025
1210,125,242,341,1740.59,1852.99,38328.4,18-08-2025
1211,125,106,85,1183.53,1449.33,22593,18-08-2025
1212,125,260,159,166.91,232.9,10492.41,18-08-2025
1213,125,148,339,2991.29,4002.84,342915.45,18-08-2025
1214,125,284,395,1461.33,1782.86,127004.35,18-08-2025
1215,125,105,114,2557.24,3358.37,91328.82,18-08-2025
1216,125,150,454,2711.46,3481.68,349679.88,18-08-2025
1217,125,1,135,132.58,138.84,845.1,18-08-2025
1218,125,55,247,1306.07,1132.72,-42817.45,18-08-2025
1219,125,110,264,1069.76,1101.68,8426.88,18-08-2025
1220,125,149,184,1012.46,1263.24,46143.52,18-08-2025
1221,125,139,493,2640.52,3493.27,420405.75,18-08-2025
1222,126,63,341,2912.3,4100.77,405268.27,18-08-2025
1223,126,291,161,2763.22,2657.37,-17041.85,18-08-2025
1224,126,18,174,1362.73,1393.47,5348.76,18-08-2025
1225,126,89,463,661.36,936.85,127551.87,18-08-2025
1226,126,292,402,1119.76,1675.69,223483.86,18-08-2025
1227,126,229,77,2884.77,3369.61,37332.68,18-08-2025
1228,126,168,98,2793.47,3075.8,27668.34,18-08-2025
1229,126,60,277,751.73,839.87,24414.78,18-08-2025
1230,126,71,257,2935.03,4330.98,358759.15,18-08-2025
1231,127,300,124,444.5,577.35,16473.4,18-08-2025
1232,127,285,234,2903.11,2696.27,-48400.56,18-08-2025
1233,127,208,124,2844.01,4205.05,168768.96,18-08-2025
1234,127,142,197,1207.62,1172.68,-6883.18,18-08-2025
1235,127,6,66,944.94,1277.99,21981.3,18-08-2025
1236,127,101,324,586.83,766.24,58128.84,18-08-2025
1237,127,82,195,956.26,1231.2,53613.3,18-08-2025
1238,127,168,241,2442.98,2929.09,117152.51,18-08-2025
1239,127,126,431,325.3,338.68,5766.78,18-08-2025
1240,127,104,428,2758.05,4064.33,559087.84,18-08-2025
1241,128,220,206,1787.02,2326.89,111213.22,18-08-2025
1242,128,164,89,902.2,1339.13,38886.77,18-08-2025
1243,128,110,161,196.07,249.76,8644.09,18-08-2025
1244,128,80,318,2142.29,2983.47,267495.24,18-08-2025
1245,128,45,168,2568.35,2328.72,-40257.84,18-08-2025
1246,129,22,481,1202.36,1446.08,117229.32,18-08-2025
1247,129,62,470,1504.88,1697.86,90700.6,18-08-2025
1248,129,102,54,1748.21,2106.81,19364.4,18-08-2025
1249,129,260,203,1431.29,1629.03,40141.22,18-08-2025
1250,129,155,466,2926.11,4159.72,574862.26,18-08-2025
1251,129,278,238,292.08,271.71,-4848.06,18-08-2025
1252,129,257,372,2302.69,3226.37,343608.96,18-08-2025
1253,129,176,245,2479.46,3399.12,225316.7,18-08-2025
1254,129,201,260,1376.97,1662.39,74209.2,18-08-2025
1255,129,293,235,119.83,113.81,-1414.7,18-08-2025
1256,129,55,128,1313.2,1775.73,59203.84,18-08-2025
1257,129,286,139,578.85,761.91,25445.34,18-08-2025
1258,129,33,132,1329.01,1566.93,31405.44,18-08-2025
1259,130,54,287,619.93,700.19,23034.62,18-08-2025
1260,130,157,248,130.63,144.71,3491.84,18-08-2025
1261,130,115,79,464.22,664.25,15802.37,18-08-2025
1262,130,36,455,961.11,1249.46,131199.25,18-08-2025
1263,130,274,412,999.07,1203.21,84105.68,18-08-2025
1264,130,224,175,565.32,765.99,35117.25,18-08-2025
1265,130,216,184,562.58,543.75,-3464.72,18-08-2025
1266,131,98,183,920.12,797.92,-22362.6,18-08-2025
1267,131,13,27,862.46,1102.28,6475.14,18-08-2025
1268,131,299,79,2544.62,2048.67,-39180.05,18-08-2025
1269,131,241,302,835.13,879.61,13432.96,18-08-2025
1270,131,38,312,629.09,828.95,62356.32,18-08-2025
1271,131,76,340,1032.13,871.1,-54750.2,18-08-2025
1272,131,281,494,2079.98,1754.21,-160930.38,18-08-2025
1273,131,262,353,807.57,847.92,14243.55,18-08-2025
1274,131,65,21,1649.82,1469.86,-3779.16,18-08-2025
1275,131,9,304,747.86,1056.97,93969.44,18-08-2025
1276,131,237,397,2722.47,2446.17,-109691.1,18-08-2025
1277,131,49,201,2202.35,2549.78,69833.43,18-08-2025
1278,132,172,267,2760.73,2410.72,-93452.67,18-08-2025
1279,132,272,320,2644.27,3048.72,129424,18-08-2025
1280,132,61,36,1738.79,1701.68,-1335.96,18-08-2025
1281,132,123,184,2708.14,3101.59,72394.8,18-08-2025
1282,132,279,402,1649.71,1883.96,94168.5,18-08-2025
1283,132,245,407,1414.91,1994.18,235762.89,18-08-2025
1284,132,187,104,2077.73,2564.24,50597.04,18-08-2025
1285,133,169,393,510.22,409.46,-39598.68,18-08-2025
1286,133,188,151,1626.76,1726.55,15068.29,18-08-2025
1287,133,59,280,100.49,122.8,6246.8,18-08-2025
1288,133,61,40,2270.07,1877.53,-15701.6,18-08-2025
1289,133,74,167,1479.52,1329.09,-25121.81,18-08-2025
1290,133,243,313,837.86,936.76,30955.7,18-08-2025
1291,133,231,129,1940.56,1895.17,-5855.31,18-08-2025
1292,133,79,220,1982.91,1977.61,-1166,18-08-2025
1293,133,172,163,1442.19,1965.64,85322.35,18-08-2025
1294,133,287,348,1932.28,1792.06,-48796.56,18-08-2025
1295,134,286,80,1784.29,1503.26,-22482.4,18-08-2025
1296,134,278,401,1111.72,1364.17,101232.45,18-08-2025
1297,134,4,172,1774.78,2362.6,101105.04,18-08-2025
1298,134,145,22,2130.85,2284.52,3380.74,18-08-2025
1299,134,111,239,652.72,811.1,37852.82,18-08-2025
1300,134,149,222,1746.29,2519.23,171592.68,18-08-2025
1301,134,179,397,2237.02,2590.08,140164.82,18-08-2025
1302,134,59,355,396.03,559.68,58095.75,18-08-2025
1303,134,12,296,1377.31,1566.37,55961.76,18-08-2025
1304,134,282,465,684.69,649.6,-16316.85,18-08-2025
1305,134,39,418,2269.22,2345.55,31905.94,18-08-2025
1306,134,132,447,1591.83,2007.28,185706.15,18-08-2025
1307,135,253,227,1155.95,1189.58,7634.01,18-08-2025
1308,135,109,99,1625.29,1412.72,-21044.43,18-08-2025
1309,135,104,100,1713.73,1678.51,-3522,18-08-2025
1310,135,137,294,1928.24,2542.74,180663,18-08-2025
1311,135,29,500,2943.44,2631.99,-155725,18-08-2025
1312,135,246,482,1985.64,2437.09,217598.9,18-08-2025
1313,135,287,133,2008.06,1661.78,-46055.24,18-08-2025
1314,136,40,71,1200.87,1419.54,15525.57,18-08-2025
1315,136,217,450,2467.64,2600.89,59962.5,18-08-2025
1316,136,266,291,934.44,847.71,-25238.43,18-08-2025
1317,136,114,108,2283.21,3173.62,96164.28,18-08-2025
1318,136,113,254,1834.31,2049.79,54731.92,18-08-2025
1319,136,248,321,2456.36,3450.5,319118.94,18-08-2025
1320,136,19,386,2550.71,3384.03,321661.52,18-08-2025
1321,136,135,118,2944.32,4266.79,156051.46,18-08-2025
1322,136,288,303,2914.67,3937.94,310050.81,18-08-2025
1323,136,258,332,2184.05,1764.3,-139357,18-08-2025
1324,136,169,347,2057.01,2866.42,280865.27,18-08-2025
1325,136,220,49,104.33,145.96,2039.87,18-08-2025
1326,136,156,103,2248.54,2517.65,27718.33,18-08-2025
1327,137,86,235,882.39,1109.71,53420.2,18-08-2025
1328,137,159,197,1625.63,2288.37,130559.78,18-08-2025
1329,137,65,467,2240.34,2049.27,-89229.69,18-08-2025
1330,137,231,303,2866.33,4174.45,396360.36,18-08-2025
1331,137,145,465,1076.75,1516.75,204600,18-08-2025
1332,137,232,170,1884.52,2113.36,38902.8,18-08-2025
1333,137,71,449,1544.29,1288.71,-114755.42,18-08-2025
1334,137,47,293,2425.74,3131.51,206790.61,18-08-2025
1335,137,221,319,2534.97,3106.82,182420.15,18-08-2025
1336,137,10,470,2971.82,3079.37,50548.5,18-08-2025
1337,138,116,243,965.28,1437.31,114703.29,18-08-2025
1338,138,142,26,488.01,692.12,5306.86,18-08-2025
1339,138,251,37,1799.53,2094.33,10907.6,18-08-2025
1340,138,54,257,957.43,1421.98,119389.35,18-08-2025
1341,138,73,120,2034.64,2545.33,61282.8,18-08-2025
1342,138,255,226,737.98,829.13,20599.9,18-08-2025
1343,138,267,460,692.36,1024.6,152830.4,18-08-2025
1344,138,8,94,2363.96,2871.62,47720.04,18-08-2025
1345,138,105,24,2240.73,2298.77,1392.96,18-08-2025
1346,139,33,155,159.32,160.06,114.7,18-08-2025
1347,139,274,193,2448.99,2840.44,75549.85,18-08-2025
1348,139,59,370,52.8,56.5,1369,18-08-2025
1349,139,81,82,1528.68,2008.31,39329.66,18-08-2025
1350,139,256,13,794.82,1015.36,2867.02,18-08-2025
1351,139,155,85,1488.49,1418.78,-5925.35,18-08-2025
1352,139,226,416,2459.54,2714.81,106192.32,18-08-2025
1353,139,138,241,1124.81,1021.42,-24916.99,18-08-2025
1354,139,261,270,449.88,490.02,10837.8,18-08-2025
1355,139,172,123,2993.48,3901.93,111739.35,18-08-2025
1356,139,199,419,1344.74,1354.19,3959.55,18-08-2025
1357,139,223,324,1911.88,2313.1,129995.28,18-08-2025
1358,140,210,173,1252.84,1196.51,-9745.09,18-08-2025
1359,140,53,347,727.28,637.82,-31042.62,18-08-2025
1360,140,199,213,2158.39,2628.32,100095.09,18-08-2025
1361,140,194,487,1681.38,1463.79,-105966.33,18-08-2025
1362,140,115,302,2579.47,2070.71,-153645.52,18-08-2025
1363,141,50,406,847.7,1113.41,107878.26,18-08-2025
1364,141,58,340,139.03,150.54,3913.4,18-08-2025
1365,141,18,448,1925.18,2242.14,141998.08,18-08-2025
1366,141,156,237,1795.66,1437.9,-84789.12,18-08-2025
1367,141,262,54,995.11,1371.95,20349.36,18-08-2025
1368,141,233,471,143.1,200.73,27143.73,18-08-2025
1369,141,104,96,432.2,392.69,-3792.96,18-08-2025
1370,141,90,412,1469.68,1216.63,-104256.6,18-08-2025
1371,141,111,269,1747.65,1731.44,-4360.49,18-08-2025
1372,142,8,284,1027.86,1117.08,25338.48,18-08-2025
1373,142,236,112,623.58,642.66,2136.96,18-08-2025
1374,142,105,196,2949.15,4011.69,208257.84,18-08-2025
1375,142,208,89,2982.52,3878.25,79719.97,18-08-2025
1376,142,217,488,1994.73,2642.51,316116.64,18-08-2025
1377,142,176,352,1201.11,1210.6,3340.48,18-08-2025
1378,142,108,111,1369.97,1901.57,59007.6,18-08-2025
1379,142,97,362,1973.31,2729.03,273570.64,18-08-2025
1380,142,197,356,472.76,461.36,-4058.4,18-08-2025
1381,142,66,390,2808.64,3816.4,393026.4,18-08-2025
1382,142,181,137,1693.91,1990.81,40675.3,18-08-2025
1383,142,40,497,1776.81,1798.88,10968.79,18-08-2025
1384,142,218,148,789.06,885.98,14344.16,18-08-2025
1385,142,219,166,692.28,986.68,48870.4,18-08-2025
1386,143,221,434,1606.17,1729.05,53329.92,18-08-2025
1387,143,257,48,1107.46,1097.65,-470.88,18-08-2025
1388,143,64,44,2599.21,2984.93,16971.68,18-08-2025
1389,143,279,236,704.32,610.38,-22169.84,18-08-2025
1390,143,174,98,758.66,957.36,19472.6,18-08-2025
1391,143,146,307,2106.91,2340.03,71567.84,18-08-2025
1392,143,135,214,213.58,299.33,18350.5,18-08-2025
1393,143,13,161,369.3,542.46,27878.76,18-08-2025
1394,143,298,129,1844.09,2483.98,82545.81,18-08-2025
1395,143,21,442,1223.33,1047.2,-77849.46,18-08-2025
1396,143,244,343,2222.91,2403.06,61791.45,18-08-2025
1397,143,300,15,123.74,182.44,880.5,18-08-2025
1398,143,29,341,2589.04,3512.11,314766.87,18-08-2025
1399,143,167,205,2021.19,1846.2,-35872.95,18-08-2025
1400,143,99,26,2170.81,3005.13,21692.32,18-08-2025
1401,144,5,78,266.5,293.41,2098.98,18-08-2025
1402,144,270,481,840.1,1140.04,144271.14,18-08-2025
1403,144,225,422,1848.17,2336.71,206163.88,18-08-2025
1404,144,122,142,1647.77,1963.08,44774.02,18-08-2025
1405,144,206,404,1470.84,1418.86,-20999.92,18-08-2025
1406,144,183,308,1089.32,1523.09,133601.16,18-08-2025
1407,144,39,471,1918.02,1984.92,31509.9,18-08-2025
1408,144,113,215,114.1,106.18,-1702.8,18-08-2025
1409,144,18,153,1070.03,1274.33,31257.9,18-08-2025
1410,144,236,79,642.26,871.09,18077.57,18-08-2025
1411,144,232,158,2711.11,3001.1,45818.42,18-08-2025
1412,144,61,29,185.51,172.42,-379.61,18-08-2025
1413,145,233,238,2657.56,2900.54,57829.24,18-08-2025
1414,145,212,58,1213.45,1309.93,5595.84,18-08-2025
1415,145,285,110,2172.82,2527.13,38974.1,18-08-2025
1416,145,103,188,201.59,168.14,-6288.6,18-08-2025
1417,145,39,186,1606.9,1320.08,-53348.52,18-08-2025
1418,145,11,63,2645.97,2722.91,4847.22,18-08-2025
1419,145,80,214,1329.4,1700.55,79426.1,18-08-2025
1420,146,220,122,2996.16,2574.4,-51454.72,18-08-2025
1421,146,132,176,1617.73,1574.93,-7532.8,18-08-2025
1422,146,277,303,1787.06,2325.86,163256.4,18-08-2025
1423,146,118,130,1228.04,1784.83,72382.7,18-08-2025
1424,146,234,12,696.68,652.7,-527.76,18-08-2025
1425,146,156,17,1070.35,1236.93,2831.86,18-08-2025
1426,146,239,204,289.32,280.13,-1874.76,18-08-2025
1427,146,203,339,2578.9,3552.55,330067.35,18-08-2025
1428,146,17,500,2739.48,2560.56,-89460,18-08-2025
1429,146,209,284,2307.32,2527.85,62630.52,18-08-2025
1430,146,230,225,507.15,694.86,42234.75,18-08-2025
1431,146,279,55,1492.16,1851.81,19780.75,18-08-2025
1432,147,35,441,1518.68,1438.27,-35460.81,18-08-2025
1433,147,209,286,945.26,932.83,-3554.98,18-08-2025
1434,147,144,395,1132.39,1407.82,108794.85,18-08-2025
1435,147,39,190,2432.61,1978,-86375.9,18-08-2025
1436,147,295,129,1636.65,1498.39,-17835.54,18-08-2025
1437,147,109,116,339.19,302.3,-4279.24,18-08-2025
1438,147,297,159,2663,3873.83,192521.97,18-08-2025
1439,147,239,113,2198.16,2951.88,85170.36,18-08-2025
1440,147,180,428,2640.79,2433.37,-88775.76,18-08-2025
1441,147,23,202,144.68,117.07,-5577.22,18-08-2025
1442,147,51,477,443.82,409.61,-16318.17,18-08-2025
1443,147,289,446,1945.05,2544.12,267185.22,18-08-2025
1444,147,178,182,2370.29,2574.85,37229.92,18-08-2025
1445,147,56,387,1229.2,1575.43,133991.01,18-08-2025
1446,148,62,227,2851.85,3325.46,107509.47,18-08-2025
1447,148,225,56,2563.18,2466.56,-5410.72,18-08-2025
1448,148,264,210,2490.41,3293.62,168674.1,18-08-2025
1449,148,175,327,1316.71,1812.88,162247.59,18-08-2025
1450,148,288,299,2647.31,3827.9,352996.41,18-08-2025
1451,148,266,482,1438.65,1402.11,-17612.28,18-08-2025
1452,148,198,18,895.11,990.91,1724.4,18-08-2025
1453,148,122,124,2162.74,2518.94,44168.8,18-08-2025
1454,149,62,359,1508.82,2008.59,179417.43,18-08-2025
1455,149,152,194,680.88,635.23,-8856.1,18-08-2025
1456,149,160,68,546.48,614.98,4658,18-08-2025
1457,149,70,451,2456.19,2621.75,74667.56,18-08-2025
1458,149,226,455,254.13,348.88,43111.25,18-08-2025
1459,149,227,102,2001.26,2769.75,78385.98,18-08-2025
1460,149,228,168,1035.72,1457.11,70793.52,18-08-2025
1461,149,61,459,2959.33,3190.75,106221.78,18-08-2025
1462,149,158,84,2547.89,3524.73,82054.56,18-08-2025
1463,149,58,303,679.64,989.11,93769.41,18-08-2025
1464,149,72,129,2211.55,2336.03,16057.92,18-08-2025
1465,149,181,488,413.44,341.94,-34892,18-08-2025
1466,150,33,104,1805.02,2221.54,43318.08,18-08-2025
1467,150,258,97,1084.52,1136.31,5023.63,18-08-2025
1468,150,238,394,1912.65,2578.59,262380.36,18-08-2025
1469,150,189,418,1148.41,1711.36,235313.1,18-08-2025
1470,150,53,61,454.97,530.99,4637.22,18-08-2025
1471,150,102,100,1146.58,922.18,-22440,18-08-2025
1472,151,290,258,1507.68,1510.38,696.6,18-08-2025
1473,151,40,474,2006.34,2054.12,22647.72,18-08-2025
1474,151,132,87,1722.77,2036.77,27318,18-08-2025
1475,151,229,54,2061.71,2233.21,9261,18-08-2025
1476,151,1,205,57.24,74.68,3575.2,18-08-2025
1477,151,154,277,1125.7,1178.31,14572.97,18-08-2025
1478,151,208,432,1721.73,2111.2,168251.04,18-08-2025
1479,151,24,427,2579.26,2511.49,-28937.79,18-08-2025
1480,151,244,432,1531.09,2269.61,319040.64,18-08-2025
1481,151,253,340,2397.1,2806.32,139134.8,18-08-2025
1482,151,230,256,593,869.67,70827.52,18-08-2025
1483,151,129,284,2096.7,2384.33,81686.92,18-08-2025
1484,152,16,349,79.71,96.8,5964.41,18-08-2025
1485,152,42,307,131.25,170.84,12154.13,18-08-2025
1486,152,85,203,616.76,814.12,40064.08,18-08-2025
1487,152,123,448,964.78,1088.75,55538.56,18-08-2025
1488,152,173,254,1106.11,1604.81,126669.8,18-08-2025
1489,152,163,328,1533.99,1327.28,-67800.88,18-08-2025
1490,152,119,297,75.44,88.37,3840.21,18-08-2025
1491,152,6,272,513.17,755.37,65878.4,18-08-2025
1492,152,268,399,2698.8,2785.92,34760.88,18-08-2025
1493,152,51,395,1539.93,2231.29,273087.2,18-08-2025
1494,152,37,435,583.9,568.65,-6633.75,18-08-2025
1495,152,31,480,1960.56,1801.21,-76488,18-08-2025
1496,152,215,128,405.86,359.56,-5926.4,18-08-2025
1497,152,150,440,2003.96,2668.32,292318.4,18-08-2025
1498,153,252,389,1229.63,1023.07,-80351.84,18-08-2025
1499,153,80,440,2843.72,3409.53,248956.4,18-08-2025
1500,153,167,40,315.59,301.74,-554,18-08-2025
1501,153,198,68,2433.48,3612.99,80206.68,18-08-2025
1502,153,61,108,2638.58,2921,30501.36,18-08-2025
1503,153,114,500,387.71,527.22,69755,18-08-2025
1504,153,146,187,2537.77,2471.51,-12390.62,18-08-2025
1505,153,154,338,2285.87,1963.36,-109008.38,18-08-2025
1506,153,169,295,705.33,927.2,65451.65,18-08-2025
1507,153,172,89,630.4,761.2,11641.2,18-08-2025
1508,153,211,335,978.57,1459.85,161228.8,18-08-2025
1509,153,176,250,1503.22,2090.96,146935,18-08-2025
1510,153,182,109,390.48,483.4,10128.28,18-08-2025
1511,153,181,483,2067.2,2109.83,20590.29,18-08-2025
1512,154,147,439,341.68,482.87,61982.41,18-08-2025
1513,154,293,365,622.05,521.19,-36813.9,18-08-2025
1514,154,26,179,603.46,600.18,-587.12,18-08-2025
1515,154,267,478,89.3,91.96,1271.48,18-08-2025
1516,154,164,436,1747.37,2032.45,124294.88,18-08-2025
1517,154,223,276,1922.53,2807.33,244204.8,18-08-2025
1518,154,208,318,495.43,470.76,-7845.06,18-08-2025
1519,154,269,22,1071.69,1323.65,5543.12,18-08-2025
1520,154,264,499,2318.45,2777.29,228961.16,18-08-2025
1521,154,257,103,1588.74,1297.26,-30022.44,18-08-2025
1522,154,81,392,1010.91,1062.93,20391.84,18-08-2025
1523,154,3,387,475.59,544.43,26641.08,18-08-2025
1524,154,74,91,77.66,85.37,701.61,18-08-2025
1525,154,258,55,2747.69,2352.1,-21757.45,18-08-2025
1526,154,244,20,2310.58,2026.23,-5687,18-08-2025
1527,155,213,408,1327.86,1361.35,13663.92,18-08-2025
1528,155,4,274,655.82,624.28,-8641.96,18-08-2025
1529,155,256,239,2263.11,2029.52,-55828.01,18-08-2025
1530,155,113,495,1615.58,1648.76,16424.1,18-08-2025
1531,155,133,321,121.32,181.29,19250.37,18-08-2025
1532,156,43,309,601.52,561.82,-12267.3,18-08-2025
1533,156,281,308,2824.32,3610.14,242032.56,18-08-2025
1534,156,26,62,1722.95,1407.5,-19557.9,18-08-2025
1535,156,220,493,546.37,456.91,-44103.78,18-08-2025
1536,156,275,252,2962.95,3127.3,41416.2,18-08-2025
1537,156,213,310,1230.91,1192.32,-11962.9,18-08-2025
1538,156,70,356,1753.76,2356.32,214511.36,18-08-2025
1539,156,7,321,570.49,740.58,54598.89,18-08-2025
1540,156,90,414,75.9,85.13,3821.22,18-08-2025
1541,157,195,375,2665.02,3364.76,262402.5,18-08-2025
1542,157,153,411,752.65,981.83,94192.98,18-08-2025
1543,157,200,376,2543.88,3058.23,193395.6,18-08-2025
1544,157,151,357,287.85,254.83,-11788.14,18-08-2025
1545,157,53,199,2623.29,3819.61,238067.68,18-08-2025
1546,157,210,138,2258.72,3285.22,141657,18-08-2025
1547,157,143,393,1741.94,1481.87,-102207.51,18-08-2025
1548,157,264,293,549.7,467.09,-24204.73,18-08-2025
1549,157,208,341,997.96,1222.75,76653.39,18-08-2025
1550,158,141,407,2832.29,3569.17,299910.16,18-08-2025
1551,158,216,28,2683.66,3841.5,32419.52,18-08-2025
1552,158,60,68,526.64,513.49,-894.2,18-08-2025
1553,158,226,440,2863.18,3868.36,442279.2,18-08-2025
1554,158,240,157,1731.22,1407.75,-50784.79,18-08-2025
1555,159,201,75,1362.33,1906.91,40843.5,18-08-2025
1556,159,76,314,234.31,278.29,13809.72,18-08-2025
1557,159,154,248,2048.39,2913.6,214572.08,18-08-2025
1558,159,179,218,643.64,945.74,65857.8,18-08-2025
1559,159,212,264,399.53,589.54,50162.64,18-08-2025
1560,159,160,500,2405.79,2289.47,-58160,18-08-2025
1561,159,24,423,1378.88,1741.35,153324.81,18-08-2025
1562,159,198,423,1741.68,2348.57,256714.47,18-08-2025
1563,159,237,359,699.41,811.96,40405.45,18-08-2025
1564,159,139,62,2216.84,3208.77,61499.66,18-08-2025
1565,159,133,97,1190.76,1433.85,23579.73,18-08-2025
1566,159,91,63,527.86,599.59,4518.99,18-08-2025
1567,159,159,87,2338.51,2233.01,-9178.5,18-08-2025
1568,159,162,325,768.51,928.54,52009.75,18-08-2025
1569,159,150,70,1339.26,1711.55,26060.3,18-08-2025
1570,160,296,189,56.98,61.56,865.62,18-08-2025
1571,160,227,481,939.78,849.37,-43487.21,18-08-2025
1572,160,178,183,1859.35,1913.28,9869.19,18-08-2025
1573,160,153,106,508.99,594.86,9102.22,18-08-2025
1574,160,111,385,355.41,451.53,37006.2,18-08-2025
1575,160,23,359,2039.03,2759.14,258519.49,18-08-2025
1576,160,248,321,413.17,368.8,-14242.77,18-08-2025
1577,160,107,331,851.97,1039.08,61933.41,18-08-2025
1578,160,196,324,184.26,254.07,22618.44,18-08-2025
1579,160,152,356,992.08,1458.96,166209.28,18-08-2025
1580,160,260,233,1891.69,2335.48,103403.07,18-08-2025
1581,160,87,199,1934.76,2013.09,15587.67,18-08-2025
1582,160,32,324,637.09,700.85,20658.24,18-08-2025
1583,161,169,192,1777.8,2439.27,127002.24,18-08-2025
1584,161,61,311,1978.82,2111.78,41350.56,18-08-2025
1585,161,72,284,966.93,1375.92,116153.16,18-08-2025
1586,161,296,250,2880.36,2694.1,-46565,18-08-2025
1587,161,256,238,2413.35,1944.55,-111574.4,18-08-2025
1588,161,155,81,424.42,413.92,-850.5,18-08-2025
1589,161,260,384,1513.29,1950.64,167942.4,18-08-2025
1590,161,286,440,1752.49,1926.8,76696.4,18-08-2025
1591,161,159,306,1295.18,1559.85,80989.02,18-08-2025
1592,161,158,81,657.28,625.53,-2571.75,18-08-2025
1593,161,291,489,2891.98,3093.99,98782.89,18-08-2025
1594,161,156,14,399.97,560.98,2254.14,18-08-2025
1595,161,277,26,219.48,205.76,-356.72,18-08-2025
1596,162,293,87,1873.62,2735.5,74983.56,18-08-2025
1597,162,296,343,2177.63,2988.1,277991.21,18-08-2025
1598,162,280,472,500.89,695.4,91808.72,18-08-2025
1599,162,256,72,1430.77,2101.03,48258.72,18-08-2025
1600,162,16,220,2636.51,2128.25,-111817.2,18-08-2025
1601,162,190,432,1208.08,1206.1,-855.36,18-08-2025
1602,162,93,349,1930.31,2341.35,143452.96,18-08-2025
1603,162,106,44,1421.46,1414.98,-285.12,18-08-2025
1604,162,177,378,1181.65,1494.48,118249.74,18-08-2025
1605,162,195,421,1657.89,1743.26,35940.77,18-08-2025
1606,162,81,215,2166.86,2587.07,90345.15,18-08-2025
1607,162,26,123,1044.88,1521.47,58620.57,18-08-2025
1608,162,245,34,2046.7,3040.04,33773.56,18-08-2025
1609,162,70,477,329.57,481.32,72384.75,18-08-2025
1610,163,185,273,2401.35,2712.36,84905.73,18-08-2025
