trade_id,user_id,stock_id,order_type,order_mode,trade_date,trade_time,quantity,price_per_share,total_value,brokerage_fee,exchange,sector,trade_status,settlement_date,currency,stoploss,target_price,holding_type
5733,45,197,Sell,Limit,29-12-2024,00:53:13,952,3069.16,2921840.32,32.71,NSE,IT,Pending,09-12-2024,INR,3050.93,3104.49,F&O
5734,318,24,Sell,Market,20-01-2025,15:40:59,413,1279.15,528288.95,40.59,BSE,Pharma,Executed,21-07-2025,INR,1260.15,1307.21,Delivery
5735,375,50,Sell,Market,08-03-2025,20:58:58,330,2022.3,667359,61.95,NSE,Banking,Executed,02-10-2024,INR,2010.91,2052.87,Intraday
5736,368,183,Sell,Market,15-12-2024,04:08:03,609,1377.04,838617.36,66.87,BSE,Auto,Pending,07-08-2025,INR,1360.63,1415.32,Intraday
5737,164,40,Sell,StopLoss,14-11-2024,05:59:50,442,2881.12,1273455.04,82.98,BSE,Banking,Pending,30-05-2025,INR,2839.97,2919.96,Delivery
5738,350,9,Sell,StopLoss,03-04-2025,09:12:50,342,1867.62,638726.04,84.09,NSE,Auto,Executed,04-11-2024,INR,1818.17,1906.92,F&O
5739,24,273,Sell,Market,28-12-2024,06:13:04,91,2668.75,242856.25,8.38,NSE,Pharma,Cancelled,25-03-2025,INR,2661.36,2706.28,Delivery
5740,330,217,Sell,StopLoss,18-02-2025,07:36:32,985,1426.74,1405338.9,92.04,BSE,Energy,Executed,25-11-2024,INR,1408.62,1474.74,Intraday
5741,90,219,Buy,Limit,05-05-2025,21:49:25,885,4816.21,4262345.85,86.94,BSE,FMCG,Pending,03-02-2025,INR,4773.81,4860.33,Delivery
5742,168,260,Buy,Market,09-01-2025,01:00:58,479,369.92,177191.68,94.98,NSE,Banking,Executed,25-04-2025,INR,325.87,404.13,Delivery
5743,213,54,Sell,StopLoss,12-02-2025,19:54:06,848,2373.91,2013075.68,14.65,BSE,Auto,Cancelled,23-09-2024,INR,2367.57,2392.99,Delivery
5744,58,22,Buy,StopLoss,22-02-2025,12:01:00,1000,1718.95,1718950,47.47,BSE,FMCG,Cancelled,24-03-2025,INR,1670.47,1764.67,Delivery
5745,82,114,Buy,Market,01-03-2025,14:13:39,586,3820.62,2238883.32,31.88,NSE,FMCG,Executed,08-09-2024,INR,3794.86,3863.38,F&O
5746,153,103,Sell,StopLoss,01-05-2025,21:29:28,548,4890.41,2679944.68,63.74,NSE,Energy,Cancelled,11-05-2025,INR,4841.01,4913.81,Intraday
5747,199,79,Buy,Limit,05-11-2024,05:33:24,123,1324.65,162931.95,44.03,NSE,Auto,Cancelled,22-08-2024,INR,1280,1373.24,F&O
5748,277,287,Sell,Market,18-08-2025,21:19:32,944,3630.54,3427229.76,19.62,NSE,FMCG,Pending,24-01-2025,INR,3581.67,3661.29,Delivery
5749,417,190,Buy,Limit,08-03-2025,11:51:49,540,1205.44,650937.6,74.92,BSE,Banking,Executed,29-09-2024,INR,1167.86,1238.02,Delivery
5750,138,134,Buy,StopLoss,06-01-2025,21:08:57,992,2145.89,2128722.88,70.92,NSE,Auto,Pending,08-04-2025,INR,2113.8,2179.85,Intraday
5751,160,268,Sell,Limit,16-11-2024,12:30:26,3,4278.18,12834.54,80.24,BSE,Energy,Executed,07-02-2025,INR,4263.13,4300.07,Intraday
5752,69,42,Sell,Market,09-10-2024,15:46:05,166,2678.69,444662.54,88.56,NSE,Auto,Executed,11-06-2025,INR,2664.06,2704.72,Intraday
5753,309,16,Sell,StopLoss,12-12-2024,14:48:34,581,4914.73,2855458.13,70.99,BSE,IT,Executed,26-06-2025,INR,4906.6,4949.63,Intraday
5754,27,87,Sell,StopLoss,13-05-2025,17:54:55,389,4120.05,1602699.45,33.12,NSE,FMCG,Pending,25-12-2024,INR,4097.16,4145.43,Delivery
5755,61,213,Buy,StopLoss,03-03-2025,14:53:00,96,2483.11,238378.56,7.12,NSE,Energy,Executed,24-04-2025,INR,2451.29,2530.55,Intraday
5756,251,41,Buy,Limit,09-03-2025,05:16:47,829,1378.7,1142942.3,74.46,BSE,Energy,Executed,04-12-2024,INR,1349.24,1421.66,Intraday
5757,103,223,Buy,Limit,24-06-2025,20:13:30,564,3234.27,1824128.28,57.57,NSE,Pharma,Pending,18-12-2024,INR,3217.5,3250.57,F&O
5758,13,32,Sell,StopLoss,09-08-2025,05:27:07,999,1587.42,1585832.58,39.01,NSE,Pharma,Cancelled,08-08-2025,INR,1553.07,1630.27,Delivery
5759,63,293,Sell,Market,01-06-2025,23:52:10,552,2985.63,1648067.76,78.13,BSE,FMCG,Pending,25-11-2024,INR,2936.54,3029.64,F&O
5760,215,151,Sell,Limit,27-10-2024,16:07:00,337,4104.8,1383317.6,15.22,BSE,IT,Pending,03-01-2025,INR,4057.49,4130.62,Delivery
5761,344,160,Buy,Limit,29-03-2025,13:50:37,577,3244.36,1871995.72,5.03,NSE,Energy,Executed,23-09-2024,INR,3232.21,3281.69,Delivery
5762,289,91,Sell,Limit,25-01-2025,05:32:11,807,3846.21,3103891.47,79.7,BSE,Energy,Executed,07-11-2024,INR,3818.57,3893.47,Intraday
5763,460,161,Sell,Limit,25-04-2025,17:33:56,653,4426.41,2890445.73,31.74,BSE,IT,Pending,21-06-2025,INR,4388.84,4466.69,F&O
5764,315,124,Sell,Limit,01-08-2025,00:55:04,406,4112.32,1669601.92,50.27,BSE,IT,Pending,08-10-2024,INR,4073.42,4141.61,Intraday
5765,303,133,Buy,Limit,15-06-2025,19:15:33,240,1067.84,256281.6,30.11,BSE,Banking,Pending,05-03-2025,INR,1047.85,1075.52,F&O
5766,183,166,Sell,Market,18-12-2024,03:59:52,8,719.23,5753.84,13.62,BSE,Banking,Executed,23-06-2025,INR,690.13,729.43,F&O
5767,425,161,Buy,Market,04-07-2025,03:33:53,69,3349.17,231092.73,27.93,BSE,IT,Cancelled,04-01-2025,INR,3307.27,3364.15,Delivery
5768,249,134,Buy,Limit,25-04-2025,03:44:47,863,4485.67,3871133.21,98.31,NSE,Auto,Pending,16-11-2024,INR,4455.12,4509.62,F&O
5769,354,51,Buy,Limit,09-08-2025,12:01:36,328,1031.37,338289.36,95.3,NSE,Banking,Pending,01-03-2025,INR,996.25,1056.64,Intraday
5770,447,75,Buy,Limit,19-01-2025,20:18:55,126,407.85,51389.1,97.34,BSE,FMCG,Pending,23-05-2025,INR,401.68,452.54,Intraday
5771,59,245,Sell,Market,17-12-2024,15:02:00,369,630.22,232551.18,92.65,NSE,Energy,Pending,03-09-2024,INR,620.88,679.41,Intraday
5772,23,167,Sell,StopLoss,25-10-2024,16:44:09,797,4345.7,3463522.9,49.41,BSE,Banking,Executed,17-01-2025,INR,4299.65,4391.03,Delivery
5773,398,101,Buy,Limit,30-12-2024,10:00:36,120,3087.11,370453.2,99.21,NSE,Pharma,Cancelled,27-02-2025,INR,3078.71,3116.09,F&O
5774,315,218,Sell,Limit,07-10-2024,17:31:40,677,2528.27,1711638.79,89.44,NSE,Energy,Pending,22-06-2025,INR,2504.27,2537.55,Delivery
5775,162,15,Buy,Limit,23-02-2025,20:58:29,240,69.58,16699.2,10.63,BSE,Pharma,Pending,20-07-2025,INR,26.48,115.88,F&O
5776,19,18,Buy,StopLoss,31-10-2024,03:53:03,687,100.63,69132.81,28.37,BSE,Auto,Pending,10-12-2024,INR,56.89,106.3,F&O
5777,99,253,Sell,StopLoss,26-09-2024,00:23:26,399,4751.49,1895844.51,41.6,BSE,Banking,Cancelled,25-09-2024,INR,4726.46,4794.15,Intraday
5778,180,13,Sell,StopLoss,30-12-2024,22:40:53,949,2985.69,2833419.81,6.28,BSE,IT,Executed,31-03-2025,INR,2951.74,2996.54,F&O
5779,97,184,Sell,Limit,16-03-2025,09:59:40,681,2383.24,1622986.44,75.81,NSE,Auto,Executed,27-06-2025,INR,2363.5,2397.79,Intraday
5780,53,133,Buy,StopLoss,07-11-2024,17:54:24,636,3751.93,2386227.48,95.84,BSE,Banking,Executed,20-12-2024,INR,3740.6,3764.99,F&O
5781,94,222,Buy,StopLoss,29-11-2024,15:25:24,358,124.7,44642.6,50.07,BSE,Pharma,Pending,25-04-2025,INR,75.75,171.94,F&O
5782,169,50,Buy,StopLoss,25-07-2025,16:22:23,247,4363.17,1077702.99,62.59,NSE,Banking,Cancelled,03-03-2025,INR,4327.54,4398.56,Delivery
5783,229,150,Sell,Limit,08-09-2024,11:30:36,500,4263.49,2131745,77.99,BSE,Pharma,Executed,28-12-2024,INR,4237.02,4272.8,Delivery
5784,356,29,Buy,Market,03-07-2025,21:38:01,239,3295.62,787653.18,87.7,BSE,IT,Executed,30-06-2025,INR,3263.06,3342.63,F&O
5785,307,148,Buy,StopLoss,21-02-2025,17:06:04,662,4882.71,3232354.02,14.35,NSE,IT,Pending,18-09-2024,INR,4851.71,4918.09,Delivery
5786,266,289,Buy,Limit,13-02-2025,14:24:33,260,1563.53,406517.8,53.65,BSE,FMCG,Pending,20-03-2025,INR,1518.64,1578.99,F&O
5787,14,248,Sell,StopLoss,16-08-2025,11:00:13,752,2618.26,1968931.52,79.11,BSE,Auto,Cancelled,01-10-2024,INR,2605.1,2655.62,Delivery
5788,175,168,Sell,StopLoss,24-09-2024,09:20:54,630,3363.86,2119231.8,39.6,BSE,Banking,Cancelled,13-08-2025,INR,3316.03,3393.84,F&O
5789,276,165,Buy,Market,04-09-2024,21:58:22,943,4264.24,4021178.32,48.44,NSE,IT,Pending,23-06-2025,INR,4252.78,4289.28,Intraday
5790,304,64,Buy,Market,20-12-2024,19:41:53,383,3813.12,1460424.96,65.24,NSE,Auto,Pending,19-04-2025,INR,3779.22,3857,Intraday
5791,51,22,Buy,Limit,02-11-2024,22:46:00,679,3770.47,2560149.13,42.45,BSE,FMCG,Cancelled,10-07-2025,INR,3747.9,3791.68,Intraday
5792,230,213,Buy,Market,29-04-2025,17:46:49,212,3384.67,717550.04,73.74,NSE,Energy,Cancelled,16-10-2024,INR,3356.64,3416.36,F&O
5793,55,70,Buy,StopLoss,25-10-2024,04:38:25,215,1335.02,287029.3,76.79,NSE,Auto,Pending,27-01-2025,INR,1328.72,1365.13,F&O
5794,208,86,Sell,Market,21-08-2024,13:58:03,588,604.27,355310.76,81.48,NSE,Pharma,Executed,09-12-2024,INR,589.94,634.59,Intraday
5795,25,212,Sell,StopLoss,03-07-2025,13:27:00,198,1599.64,316728.72,12.97,BSE,Banking,Executed,15-06-2025,INR,1587.96,1641.69,Intraday
5796,398,133,Sell,Limit,09-04-2025,03:18:55,856,3866.78,3309963.68,73.45,BSE,Banking,Executed,28-04-2025,INR,3852.5,3895.68,Intraday
5797,396,292,Buy,StopLoss,17-07-2025,06:53:28,837,661.79,553918.23,68.35,NSE,Auto,Cancelled,16-08-2025,INR,631.92,672.28,Intraday
5798,282,286,Buy,Market,27-04-2025,07:59:31,3,4807.84,14423.52,68.42,NSE,Pharma,Executed,23-09-2024,INR,4775.8,4854.14,Intraday
5799,336,199,Sell,Limit,03-02-2025,22:12:33,571,4736.34,2704450.14,15.73,BSE,IT,Pending,19-05-2025,INR,4693.42,4777.56,Intraday
5800,288,121,Sell,Limit,11-01-2025,13:47:16,279,1920.89,535928.31,73.47,BSE,Energy,Executed,12-07-2025,INR,1907.49,1929.81,F&O
5801,118,158,Sell,Market,03-06-2025,14:18:34,161,3079.69,495830.09,82.02,BSE,Energy,Pending,15-10-2024,INR,3073.42,3093.66,Intraday
5802,233,252,Sell,Limit,09-01-2025,18:04:10,18,4746.19,85431.42,21.27,BSE,FMCG,Cancelled,05-06-2025,INR,4711.13,4779.77,Delivery
5803,358,65,Sell,StopLoss,23-09-2024,23:26:27,808,2530.25,2044442,58.7,NSE,Energy,Executed,20-05-2025,INR,2502.45,2540.36,Delivery
5804,224,165,Sell,Limit,26-06-2025,11:44:41,406,291.44,118324.64,43.38,NSE,IT,Executed,24-07-2025,INR,257.58,331.69,Delivery
5805,397,86,Buy,StopLoss,10-05-2025,09:14:07,400,83.82,33528,12.86,NSE,Pharma,Executed,22-07-2025,INR,39.49,117.08,F&O
5806,349,49,Sell,Market,03-02-2025,11:39:11,771,451.53,348129.63,67.93,NSE,IT,Executed,10-10-2024,INR,435.63,463.31,Intraday
5807,460,19,Buy,Market,13-12-2024,09:48:20,618,4163.01,2572740.18,78.29,BSE,Energy,Cancelled,21-03-2025,INR,4146.85,4187.08,Intraday
5808,495,154,Sell,Market,14-01-2025,13:13:29,939,1424.86,1337943.54,41.07,BSE,Pharma,Executed,02-10-2024,INR,1415.62,1431.54,Delivery
5809,472,76,Buy,StopLoss,03-06-2025,04:14:56,948,1867.4,1770295.2,58.16,BSE,Auto,Executed,07-09-2024,INR,1837.43,1883.91,F&O
5810,66,24,Sell,Market,25-12-2024,21:36:17,503,3751.6,1887054.8,50.71,BSE,Pharma,Pending,25-05-2025,INR,3709.14,3774.26,Delivery
5811,134,95,Buy,Limit,06-05-2025,02:12:36,854,3631.06,3100925.24,51.91,BSE,Pharma,Cancelled,02-09-2024,INR,3625.09,3673.22,Delivery
5812,82,212,Sell,StopLoss,09-10-2024,11:37:03,503,4245.03,2135250.09,73.82,BSE,Banking,Pending,14-12-2024,INR,4196.91,4267.96,Delivery
5813,253,155,Buy,StopLoss,15-04-2025,14:10:06,135,4260.95,575228.25,21.44,NSE,FMCG,Executed,28-04-2025,INR,4231.56,4290.91,Intraday
5814,403,249,Buy,Market,08-08-2025,04:10:59,439,974.57,427836.23,44.93,NSE,IT,Executed,17-03-2025,INR,939.28,984.55,Delivery
5815,472,101,Buy,StopLoss,22-09-2024,09:52:33,287,3353.74,962523.38,40.01,NSE,Pharma,Pending,11-05-2025,INR,3330.07,3403.36,Intraday
5816,301,97,Buy,Market,26-04-2025,20:19:21,220,3082.96,678251.2,29.93,BSE,FMCG,Pending,01-03-2025,INR,3060.45,3132.76,F&O
5817,346,184,Buy,Limit,17-02-2025,09:13:11,995,2931.57,2916912.15,35.9,NSE,Auto,Cancelled,10-01-2025,INR,2885.55,2951.79,Intraday
5818,145,119,Sell,StopLoss,05-06-2025,15:08:29,390,4137,1613430,81.79,NSE,FMCG,Executed,17-09-2024,INR,4102.24,4147.33,Delivery
5819,375,147,Buy,StopLoss,22-01-2025,13:49:46,134,2347.05,314504.7,59.4,NSE,Energy,Cancelled,22-09-2024,INR,2322.08,2389.28,Delivery
5820,328,253,Sell,Market,23-09-2024,16:21:46,764,1787.4,1365573.6,74,BSE,Banking,Pending,26-02-2025,INR,1742.4,1804.18,F&O
5821,458,138,Sell,Limit,15-11-2024,09:14:55,179,792.47,141852.13,34.67,BSE,FMCG,Cancelled,25-10-2024,INR,776.68,800.21,Intraday
5822,102,284,Buy,StopLoss,14-09-2024,06:03:07,76,1772.91,134741.16,72.85,NSE,Banking,Pending,02-08-2025,INR,1750.13,1808.12,Delivery
5823,326,179,Sell,Limit,11-05-2025,17:52:44,653,2803.28,1830541.84,49.68,NSE,Banking,Cancelled,26-06-2025,INR,2760.86,2818.09,Delivery
5824,5,122,Buy,Limit,02-08-2025,00:54:44,13,1435.78,18665.14,67.97,NSE,Energy,Pending,04-10-2024,INR,1428.15,1478.75,Delivery
5825,164,157,Sell,Market,20-08-2024,09:51:35,803,4629.04,3717119.12,56.63,BSE,Auto,Pending,05-06-2025,INR,4604.76,4646.66,Intraday
5826,485,28,Buy,Market,23-03-2025,08:58:53,815,4464.03,3638184.45,71.89,BSE,IT,Pending,24-02-2025,INR,4427.91,4496.24,Delivery
5827,274,49,Buy,Market,27-04-2025,10:02:10,559,392.94,219653.46,87.1,NSE,IT,Cancelled,30-07-2025,INR,359.83,407.09,F&O
5828,402,242,Buy,StopLoss,26-08-2024,01:30:29,480,2841.79,1364059.2,46.85,NSE,Banking,Executed,19-12-2024,INR,2809.98,2889.83,Intraday
5829,157,284,Sell,StopLoss,01-05-2025,00:26:00,613,3809.97,2335511.61,28.72,NSE,Banking,Executed,29-03-2025,INR,3788.3,3836.76,Delivery
5830,97,55,Sell,Limit,13-02-2025,04:07:35,860,1726.23,1484557.8,54.79,BSE,FMCG,Executed,09-04-2025,INR,1690.33,1766.79,F&O
5831,122,241,Sell,StopLoss,15-09-2024,16:28:28,598,440.46,263395.08,81.64,NSE,Auto,Cancelled,13-02-2025,INR,410.06,461.61,F&O
5832,94,59,Sell,Market,18-03-2025,10:02:59,793,793.01,628856.93,44.16,BSE,Banking,Pending,30-05-2025,INR,772.76,819.79,F&O
5833,18,191,Buy,StopLoss,13-01-2025,09:14:11,299,688.26,205789.74,34.85,BSE,IT,Pending,18-12-2024,INR,679.84,734.95,F&O
5834,25,178,Sell,Limit,19-07-2025,02:39:15,145,737.97,107005.65,58.17,NSE,Auto,Cancelled,05-05-2025,INR,699.97,756.76,Intraday
5835,244,201,Sell,StopLoss,11-12-2024,03:56:29,24,582.21,13973.04,7.72,NSE,IT,Cancelled,24-09-2024,INR,535.36,598.53,Delivery
5836,53,167,Sell,Limit,11-12-2024,21:28:43,240,780.12,187228.8,87.51,BSE,Banking,Cancelled,07-12-2024,INR,734.48,824.63,Intraday
5837,139,128,Buy,Market,31-05-2025,11:00:49,697,1470.72,1025091.84,68.09,NSE,Banking,Executed,26-07-2025,INR,1430.67,1517.37,F&O
5838,124,144,Buy,Market,22-03-2025,16:49:59,821,4027.41,3306503.61,54.41,BSE,Banking,Cancelled,15-02-2025,INR,3991.65,4038.28,Intraday
5839,135,244,Sell,StopLoss,30-11-2024,21:16:53,363,2031.96,737601.48,84,BSE,FMCG,Executed,22-07-2025,INR,2019.4,2076.68,F&O
5840,370,29,Buy,Market,06-07-2025,02:36:15,55,4552.74,250400.7,38.19,BSE,IT,Cancelled,21-08-2024,INR,4509.98,4581.24,Intraday
5841,227,216,Sell,StopLoss,13-02-2025,01:49:10,333,4472.73,1489419.09,61.84,NSE,Auto,Cancelled,24-08-2024,INR,4458.69,4503.73,F&O
5842,243,41,Sell,Market,13-09-2024,23:15:53,371,841.06,312033.26,45.51,BSE,Energy,Pending,03-04-2025,INR,803.7,864.73,Intraday
5843,474,169,Sell,Market,30-03-2025,09:24:14,151,2646.06,399555.06,54.8,BSE,Banking,Pending,11-09-2024,INR,2626.45,2675.7,F&O
5844,59,242,Sell,Market,12-06-2025,07:41:32,189,3725.72,704161.08,68.26,NSE,Banking,Cancelled,05-02-2025,INR,3679.32,3752.57,F&O
5845,121,264,Buy,StopLoss,13-04-2025,19:09:16,125,4204.04,525505,89.73,BSE,IT,Executed,01-04-2025,INR,4160.07,4251.13,F&O
5846,245,106,Buy,StopLoss,11-08-2025,09:16:25,419,3388.87,1419936.53,46.42,NSE,Energy,Pending,25-01-2025,INR,3342.93,3400.38,F&O
5847,28,299,Sell,Market,30-10-2024,05:48:21,524,2407.95,1261765.8,51.22,NSE,IT,Pending,13-07-2025,INR,2378.85,2443.21,F&O
5848,320,83,Buy,Market,22-07-2025,01:23:32,639,642.03,410257.17,77.22,BSE,IT,Pending,21-10-2024,INR,614.39,648.51,Intraday
5849,162,124,Sell,Market,05-10-2024,18:16:35,797,849.99,677442.03,78.78,BSE,IT,Pending,24-11-2024,INR,815.64,865.97,F&O
5850,222,35,Buy,Market,12-06-2025,15:49:56,233,4387.94,1022390.02,83.98,BSE,Auto,Pending,23-09-2024,INR,4359.21,4400.91,Intraday
5851,290,13,Sell,StopLoss,21-07-2025,07:05:00,625,653.22,408262.5,67.68,BSE,IT,Cancelled,16-10-2024,INR,604.04,664.64,F&O
5852,117,277,Buy,Limit,08-02-2025,22:14:13,826,817.6,675337.6,32.56,BSE,Energy,Cancelled,19-04-2025,INR,784.05,824.16,Delivery
5853,374,210,Buy,Limit,14-11-2024,14:46:19,373,1046.03,390169.19,23.94,BSE,FMCG,Pending,30-05-2025,INR,1026.86,1067.25,Delivery
5854,462,87,Sell,Market,22-02-2025,00:50:47,712,3003.08,2138192.96,27.05,NSE,FMCG,Cancelled,22-03-2025,INR,2964.27,3027.6,F&O
5855,320,162,Sell,Market,12-11-2024,19:45:28,174,3998.06,695662.44,45.89,BSE,FMCG,Cancelled,02-04-2025,INR,3950.8,4040.49,Delivery
5856,138,41,Buy,StopLoss,04-05-2025,16:34:27,463,3573.84,1654687.92,11.02,BSE,Energy,Cancelled,30-07-2025,INR,3555.62,3610.17,Intraday
5857,162,43,Buy,Market,29-07-2025,07:32:04,810,1863.1,1509111,92.71,NSE,IT,Executed,14-08-2025,INR,1846.12,1899.5,F&O
5858,308,4,Buy,Market,02-11-2024,10:53:53,626,1180.7,739118.2,69.24,BSE,FMCG,Executed,27-01-2025,INR,1156.12,1190.12,Delivery
5859,368,286,Buy,StopLoss,12-07-2025,16:04:52,628,2499.65,1569780.2,36.5,NSE,Pharma,Pending,08-05-2025,INR,2484.84,2516.89,F&O
5860,208,266,Sell,Limit,13-10-2024,14:50:05,125,1963.48,245435,92.89,NSE,Pharma,Executed,24-01-2025,INR,1934.42,2004.77,F&O
5861,460,10,Buy,Limit,03-09-2024,10:06:56,599,1760.2,1054359.8,42.22,BSE,IT,Executed,12-05-2025,INR,1717.45,1785.5,Intraday
5862,95,252,Sell,Limit,21-03-2025,21:45:04,328,3316.6,1087844.8,41.17,BSE,FMCG,Pending,15-03-2025,INR,3305.56,3325.78,F&O
5863,158,287,Buy,Market,27-08-2024,22:02:42,910,3060.84,2785364.4,63.8,NSE,FMCG,Executed,27-02-2025,INR,3025.48,3095.14,F&O
5864,337,159,Sell,Limit,14-03-2025,17:36:13,46,4130.74,190014.04,92.53,NSE,IT,Executed,24-12-2024,INR,4081.48,4160.48,Delivery
5865,276,288,Buy,Market,19-10-2024,23:28:53,416,1389.91,578202.56,69.24,BSE,FMCG,Cancelled,03-11-2024,INR,1363.31,1426.5,F&O
5866,318,82,Buy,Market,01-12-2024,17:45:32,106,3129.28,331703.68,61.18,BSE,Energy,Executed,22-08-2024,INR,3098.18,3140.2,F&O
5867,299,110,Sell,StopLoss,26-05-2025,15:59:52,904,2308.38,2086775.52,42.51,NSE,Banking,Executed,23-04-2025,INR,2270.19,2318.87,Intraday
5868,370,229,Buy,Market,29-05-2025,03:24:57,761,4592.99,3495265.39,81.86,NSE,Banking,Cancelled,27-04-2025,INR,4566.07,4627.72,Intraday
5869,337,84,Sell,Limit,06-03-2025,19:06:52,665,4626.53,3076642.45,27.87,NSE,FMCG,Pending,23-08-2024,INR,4592.32,4635.67,Intraday
5870,257,294,Buy,Limit,05-12-2024,13:28:08,439,639.86,280898.54,60.71,BSE,FMCG,Cancelled,28-12-2024,INR,634.44,651.98,F&O
5871,476,222,Sell,Limit,24-02-2025,00:29:12,537,4512.28,2423094.36,85.34,BSE,Pharma,Pending,10-03-2025,INR,4483.67,4557.92,Delivery
5872,207,180,Sell,Limit,25-09-2024,08:21:41,822,2074.53,1705263.66,56.02,BSE,Energy,Pending,01-07-2025,INR,2062.75,2117.69,Delivery
5873,360,76,Buy,Market,27-01-2025,03:48:08,501,769.74,385639.74,76.74,BSE,Auto,Pending,15-03-2025,INR,728.98,811.12,Delivery
5874,388,198,Sell,StopLoss,28-10-2024,21:41:07,998,1470.11,1467169.78,19.96,BSE,IT,Cancelled,12-03-2025,INR,1439.84,1484.95,Intraday
5875,140,231,Buy,Limit,10-01-2025,10:08:48,465,3080.23,1432306.95,41.1,BSE,Pharma,Pending,15-11-2024,INR,3059.68,3126.68,Intraday
5876,202,206,Buy,Limit,26-01-2025,04:35:10,609,3360,2046240,59.42,BSE,Pharma,Pending,06-11-2024,INR,3344.53,3374.59,Delivery
5877,123,97,Buy,Limit,04-01-2025,02:48:13,85,718.65,61085.25,26.05,BSE,FMCG,Pending,06-07-2025,INR,699.28,749.22,Intraday
5878,124,219,Sell,StopLoss,24-01-2025,13:29:29,459,2318.52,1064200.68,97.06,BSE,FMCG,Executed,07-09-2024,INR,2307.83,2327.22,F&O
5879,275,67,Buy,StopLoss,14-12-2024,21:39:19,269,3788.32,1019058.08,9.47,BSE,Pharma,Executed,08-01-2025,INR,3739.66,3836.07,F&O
5880,24,58,Buy,Market,29-01-2025,01:10:44,418,1188.27,496696.86,7.99,NSE,IT,Pending,08-10-2024,INR,1152.73,1205.15,F&O
5881,251,275,Buy,Market,20-04-2025,07:42:04,777,944.67,734008.59,58.34,NSE,Pharma,Cancelled,02-12-2024,INR,914.42,953.21,Delivery
5882,249,299,Sell,Limit,10-11-2024,22:42:23,745,2631.5,1960467.5,38.17,NSE,IT,Pending,14-08-2025,INR,2597.53,2651.49,F&O
5883,399,140,Sell,StopLoss,16-11-2024,07:01:16,248,1911.41,474029.68,53.62,NSE,Auto,Cancelled,02-01-2025,INR,1898.93,1946.12,F&O
5884,148,161,Buy,Limit,08-12-2024,14:31:29,324,3141.93,1017985.32,93.53,BSE,IT,Executed,08-05-2025,INR,3135.14,3172.29,F&O
5885,417,194,Sell,Market,30-06-2025,17:36:51,508,4133.85,2099995.8,22.02,BSE,Auto,Cancelled,12-12-2024,INR,4111.83,4179.52,F&O
5886,80,151,Buy,Limit,19-09-2024,18:43:11,157,1366.14,214483.98,67.1,BSE,IT,Pending,29-12-2024,INR,1344.38,1409.16,F&O
5887,50,232,Sell,Limit,06-07-2025,12:46:46,875,1069.54,935847.5,85.49,BSE,Auto,Pending,15-02-2025,INR,1057.81,1098.78,Intraday
5888,383,278,Sell,Limit,12-05-2025,11:30:59,861,4299.32,3701714.52,79,NSE,Auto,Cancelled,10-08-2025,INR,4290.1,4329.16,F&O
5889,330,200,Buy,StopLoss,07-08-2025,01:56:12,265,1278.89,338905.85,13.82,NSE,FMCG,Cancelled,24-12-2024,INR,1256.42,1295.88,F&O
5890,175,13,Buy,Limit,16-04-2025,04:29:26,721,3831.36,2762410.56,94.93,BSE,IT,Pending,13-03-2025,INR,3796.93,3851.38,F&O
5891,39,184,Buy,Market,26-12-2024,06:50:53,46,3789.57,174320.22,77.1,NSE,Auto,Executed,25-03-2025,INR,3747.49,3838.96,F&O
5892,58,277,Sell,StopLoss,11-04-2025,00:13:43,681,582.32,396559.92,68.67,BSE,Energy,Pending,29-05-2025,INR,561.25,629.73,F&O
5893,302,172,Sell,Limit,16-02-2025,14:53:32,990,4322.7,4279473,72.36,NSE,Pharma,Executed,29-10-2024,INR,4306.81,4345.39,Delivery
5894,414,240,Sell,StopLoss,16-04-2025,09:46:29,243,1519.16,369155.88,97.59,BSE,FMCG,Cancelled,14-01-2025,INR,1512.23,1567.13,Delivery
5895,351,247,Sell,Market,01-02-2025,08:39:51,150,4657.42,698613,52.84,BSE,Auto,Executed,19-09-2024,INR,4614.37,4686.62,Intraday
5896,332,135,Buy,Limit,20-08-2024,18:39:10,949,4109.14,3899573.86,91.58,BSE,FMCG,Cancelled,06-06-2025,INR,4070.29,4143.68,Delivery
5897,312,129,Sell,Market,13-04-2025,15:38:31,809,3175.35,2568858.15,5.88,BSE,Energy,Pending,05-05-2025,INR,3131.74,3215.91,F&O
5898,318,172,Sell,Limit,13-08-2025,04:11:31,797,3627.68,2891260.96,46.74,NSE,Pharma,Pending,29-12-2024,INR,3582.56,3636.93,Delivery
5899,83,122,Buy,Market,26-03-2025,23:05:04,16,4913.04,78608.64,56.02,NSE,Energy,Pending,21-12-2024,INR,4907.79,4953.89,Intraday
5900,378,31,Sell,Limit,10-10-2024,07:37:11,182,1995.36,363155.52,78.02,BSE,FMCG,Executed,23-08-2024,INR,1984.59,2032.47,Intraday
5901,282,5,Buy,StopLoss,10-06-2025,09:50:46,420,2464.19,1034959.8,61.59,NSE,IT,Pending,10-04-2025,INR,2431.03,2510.95,F&O
5902,137,93,Sell,StopLoss,10-03-2025,11:17:23,352,1720.77,605711.04,10.99,NSE,Energy,Cancelled,15-07-2025,INR,1709.34,1765.12,Intraday
